"","id","role","author"
"380","10.1371/journal.pone.0046710","Analyzed the data","GSW"
"381","10.1371/journal.pone.0046710","Analyzed the data","JAW"
"382","10.1371/journal.pone.0046710","Analyzed the data","YZ"
"383","10.1371/journal.pone.0046710","Analyzed the data","LJ"
"384","10.1371/journal.pone.0046710","Contributed reagents/materials/analysis tools","AL"
"385","10.1371/journal.pone.0046710","Contributed reagents/materials/analysis tools","LJ"
"386","10.1371/journal.pone.0046710","Wrote the paper","MS"
"387","10.1371/journal.pone.0046710","Wrote the paper","AL"
"388","10.1371/journal.pone.0046710","Wrote the paper","GSW"
"389","10.1371/journal.pone.0046710","Wrote the paper","JAW"
"390","10.1371/journal.pone.0018138","Conceived and designed the experiments","CMC"
"391","10.1371/journal.pone.0018138","Conceived and designed the experiments","RGB"
"392","10.1371/journal.pone.0018138","Conceived and designed the experiments","FGH"
"393","10.1371/journal.pone.0018138","Performed the experiments","CMC"
"394","10.1371/journal.pone.0018138","Performed the experiments","GLS"
"395","10.1371/journal.pone.0018138","Performed the experiments","FGH"
"396","10.1371/journal.pone.0018138","Analyzed the data","CMC"
"397","10.1371/journal.pone.0018138","Analyzed the data","RGB"
"398","10.1371/journal.pone.0018138","Analyzed the data","GLS"
"399","10.1371/journal.pone.0018138","Analyzed the data","FGH"
"400","10.1371/journal.pone.0018138","Wrote the paper","CMC"
"401","10.1371/journal.pone.0018138","Wrote the paper","RGB"
"402","10.1371/journal.pone.0018138","Wrote the paper","GLS"
"403","10.1371/journal.pone.0018138","Wrote the paper","FGH"
"404","10.1371/journal.pone.0020950","Conceived and designed the experiments","WC"
"405","10.1371/journal.pone.0020950","Conceived and designed the experiments","ZW"
"406","10.1371/journal.pone.0020950","Performed the experiments","LW"
"407","10.1371/journal.pone.0020950","Performed the experiments","FZ"
"408","10.1371/journal.pone.0020950","Analyzed the data","LW"
"409","10.1371/journal.pone.0020950","Analyzed the data","ML"
"410","10.1371/journal.pone.0020950","Contributed reagents/materials/analysis tools","HZ"
"411","10.1371/journal.pone.0020950","Contributed reagents/materials/analysis tools","YG"
"412","10.1371/journal.pone.0020950","Contributed reagents/materials/analysis tools","PC"
"413","10.1371/journal.pone.0020950","Contributed reagents/materials/analysis tools","XP"
"414","10.1371/journal.pone.0020950","Wrote the paper","LW"
"415","10.1371/journal.pone.0020950","Wrote the paper","WC"
"416","10.1371/journal.pone.0009557","Conceived and designed the experiments","WGD"
"417","10.1371/journal.pone.0009557","Performed the experiments","WGD"
"418","10.1371/journal.pone.0009557","Performed the experiments","BZ"
"419","10.1371/journal.pone.0009557","Analyzed the data","WGD"
"420","10.1371/journal.pone.0009557","Wrote the paper","WGD"
"421","10.1371/journal.pone.0009557","Wrote the paper","RS"
"422","10.1371/journal.pone.0018137","Conceived and designed the experiments","FR"
"423","10.1371/journal.pone.0018137","Conceived and designed the experiments","WJO"
"424","10.1371/journal.pone.0018137","Performed the experiments","FR"
"425","10.1371/journal.pone.0018137","Performed the experiments","TH"
"426","10.1371/journal.pone.0018137","Performed the experiments","AH"
"427","10.1371/journal.pone.0018137","Analyzed the data","FR"
"428","10.1371/journal.pone.0018137","Analyzed the data","WJO"
"429","10.1371/journal.pone.0018137","Contributed reagents/materials/analysis
                        tools","WJO"
"430","10.1371/journal.pone.0018137","Wrote the paper","FR"
"432","10.1371/journal.pone.0009552","Conceived and designed the experiments","AW"
"433","10.1371/journal.pone.0009552","Conceived and designed the experiments","JWM"
"434","10.1371/journal.pone.0009552","Performed the experiments","AW"
"435","10.1371/journal.pone.0009552","Analyzed the data","AW"
"436","10.1371/journal.pone.0009552","Analyzed the data","JWM"
"437","10.1371/journal.pone.0009552","Contributed reagents/materials/analysis tools","AW"
"438","10.1371/journal.pone.0009552","Contributed reagents/materials/analysis tools","XZ"
"439","10.1371/journal.pone.0009552","Contributed reagents/materials/analysis tools","JWM"
"440","10.1371/journal.pone.0009552","Wrote the paper","AW"
"441","10.1371/journal.pone.0009552","Wrote the paper","JWM"
"442","10.1371/journal.pone.0012408","Conceived and designed the experiments","MIV"
"443","10.1371/journal.pone.0012408","Conceived and designed the experiments","PEF"
"444","10.1371/journal.pone.0012408","Conceived and designed the experiments","UER"
"445","10.1371/journal.pone.0012408","Conceived and designed the experiments","AB"
"446","10.1371/journal.pone.0012408","Conceived and designed the experiments","JPG"
"447","10.1371/journal.pone.0012408","Performed the experiments","MIV"
"448","10.1371/journal.pone.0012408","Performed the experiments","PEF"
"449","10.1371/journal.pone.0012408","Performed the experiments","BAS"
"450","10.1371/journal.pone.0012408","Performed the experiments","JPG"
"451","10.1371/journal.pone.0012408","Analyzed the data","MIV"
"452","10.1371/journal.pone.0012408","Analyzed the data","PEF"
"453","10.1371/journal.pone.0012408","Analyzed the data","UER"
"454","10.1371/journal.pone.0012408","Analyzed the data","AT"
"455","10.1371/journal.pone.0012408","Analyzed the data","JPG"
"456","10.1371/journal.pone.0012408","Contributed reagents/materials/analysis tools","AB"
"457","10.1371/journal.pone.0012408","Contributed reagents/materials/analysis tools","JPG"
"458","10.1371/journal.pone.0012408","Wrote the paper","MIV"
"459","10.1371/journal.pone.0012408","Wrote the paper","PEF"
"460","10.1371/journal.pone.0012408","Wrote the paper","UER"
"461","10.1371/journal.pone.0012408","Wrote the paper","AB"
"462","10.1371/journal.pone.0012408","Wrote the paper","AT"
"463","10.1371/journal.pone.0012408","Wrote the paper","JPG"
"464","10.1371/journal.pone.0052327","Conceived and designed the experiments","MSG"
"465","10.1371/journal.pone.0052327","Performed the experiments","WZ"
"466","10.1371/journal.pone.0052327","Performed the experiments","DNZ"
"467","10.1371/journal.pone.0052327","Performed the experiments","CM"
"468","10.1371/journal.pone.0052327","Performed the experiments","JC"
"469","10.1371/journal.pone.0052327","Performed the experiments","GJ"
"470","10.1371/journal.pone.0052327","Analyzed the data","WZ"
"471","10.1371/journal.pone.0052327","Analyzed the data","DNZ"
"472","10.1371/journal.pone.0052327","Analyzed the data","MSG"
"473","10.1371/journal.pone.0052327","Contributed reagents/materials/analysis tools","DNZ"
"474","10.1371/journal.pone.0052327","Contributed reagents/materials/analysis tools","CM"
"475","10.1371/journal.pone.0052327","Contributed reagents/materials/analysis tools","JC"
"476","10.1371/journal.pone.0052327","Contributed reagents/materials/analysis tools","GJ"
"477","10.1371/journal.pone.0052327","Contributed reagents/materials/analysis tools","KS"
"478","10.1371/journal.pone.0052327","Wrote the paper","WZ"
"479","10.1371/journal.pone.0052327","Wrote the paper","MSG"
"480","10.1371/journal.pone.0003827","Conceived and designed the experiments","GJM"
"481","10.1371/journal.pone.0003827","Performed the experiments","GJM"
"482","10.1371/journal.pone.0003827","Performed the experiments","JLG"
"483","10.1371/journal.pone.0003827","Performed the experiments","AT"
"484","10.1371/journal.pone.0003827","Analyzed the data","GJM"
"485","10.1371/journal.pone.0003827","Analyzed the data","TLA"
"486","10.1371/journal.pone.0003827","Wrote the paper","GJM"
"487","10.1371/journal.pone.0018131","Conceived and designed the experiments","AAAA"
"488","10.1371/journal.pone.0018131","Conceived and designed the experiments","KP"
"489","10.1371/journal.pone.0018131","Conceived and designed the experiments","TRJ"
"490","10.1371/journal.pone.0018131","Performed the experiments","AAAA"
"491","10.1371/journal.pone.0018131","Performed the experiments","VMG"
"492","10.1371/journal.pone.0018131","Analyzed the data","AAAA"
"493","10.1371/journal.pone.0018131","Analyzed the data","KP"
"494","10.1371/journal.pone.0018131","Analyzed the data","VMG"
"495","10.1371/journal.pone.0018131","Wrote the paper","AAAA"
"496","10.1371/journal.pone.0018131","Wrote the paper","KP"
"497","10.1371/journal.pone.0018131","Wrote the paper","TRJ"
"498","10.1371/journal.pone.0015490","Conceived and designed the experiments","JC"
"499","10.1371/journal.pone.0015490","Performed the experiments","JL"
"500","10.1371/journal.pone.0015490","Performed the experiments","RN"
"501","10.1371/journal.pone.0015490","Performed the experiments","JC"
"502","10.1371/journal.pone.0015490","Analyzed the data","JL"
"503","10.1371/journal.pone.0015490","Analyzed the data","RN"
"504","10.1371/journal.pone.0015490","Contributed reagents/materials/analysis tools","KAS"
"505","10.1371/journal.pone.0015490","Contributed reagents/materials/analysis tools","LP"
"506","10.1371/journal.pone.0015490","Contributed reagents/materials/analysis tools","JC"
"507","10.1371/journal.pone.0015490","Wrote the paper","JL"
"508","10.1371/journal.pone.0015490","Wrote the paper","RN"
"509","10.1371/journal.pone.0015490","Wrote the paper","LP"
"510","10.1371/journal.pone.0015490","Wrote the paper","KAS"
"511","10.1371/journal.pone.0015490","Wrote the paper","JC"
"512","10.1371/journal.pone.0038216","Conceived and designed the experiments","AAK"
"513","10.1371/journal.pone.0038216","Conceived and designed the experiments","AR"
"514","10.1371/journal.pone.0038216","Conceived and designed the experiments","MRJ"
"515","10.1371/journal.pone.0038216","Performed the experiments","AAK"
"516","10.1371/journal.pone.0038216","Performed the experiments","AR"
"517","10.1371/journal.pone.0038216","Performed the experiments","MRJ"
"518","10.1371/journal.pone.0038216","Analyzed the data","AAK"
"519","10.1371/journal.pone.0038216","Contributed reagents/materials/analysis tools","AAK"
"520","10.1371/journal.pone.0038216","Contributed reagents/materials/analysis tools","MK"
"521","10.1371/journal.pone.0038216","Wrote the paper","AAK"
"522","10.1371/journal.pone.0038216","Wrote the paper","AR"
"523","10.1371/journal.pone.0038216","Wrote the paper","MRJ"
"533","10.1371/journal.pone.0035266","Conceived and designed the experiments","WCL"
"534","10.1371/journal.pone.0035266","Conceived and designed the experiments","CPL"
"535","10.1371/journal.pone.0035266","Conceived and designed the experiments","YFC"
"536","10.1371/journal.pone.0035266","Performed the experiments","WCL"
"537","10.1371/journal.pone.0035266","Performed the experiments","TWH"
"538","10.1371/journal.pone.0035266","Performed the experiments","CWW"
"539","10.1371/journal.pone.0035266","Performed the experiments","HLC"
"540","10.1371/journal.pone.0035266","Performed the experiments","CHL"
"541","10.1371/journal.pone.0035266","Analyzed the data","TWH"
"542","10.1371/journal.pone.0035266","Analyzed the data","CPL"
"543","10.1371/journal.pone.0035266","Contributed reagents/materials/analysis tools","KHC"
"544","10.1371/journal.pone.0035266","Wrote the paper","WCL"
"545","10.1371/journal.pone.0035266","Wrote the paper","TWH"
"561","10.1371/journal.pone.0009533","Conceived and designed the experiments","PLS"
"562","10.1371/journal.pone.0009533","Conceived and designed the experiments","CL"
"563","10.1371/journal.pone.0009533","Conceived and designed the experiments","GO"
"564","10.1371/journal.pone.0009533","Conceived and designed the experiments","MH"
"565","10.1371/journal.pone.0009533","Performed the experiments","PLS"
"566","10.1371/journal.pone.0009533","Analyzed the data","PLS"
"567","10.1371/journal.pone.0009533","Analyzed the data","CL"
"568","10.1371/journal.pone.0009533","Analyzed the data","GO"
"569","10.1371/journal.pone.0009533","Analyzed the data","MH"
"570","10.1371/journal.pone.0009533","Wrote the paper","PLS"
"571","10.1371/journal.pone.0009533","Wrote the paper","CL"
"572","10.1371/journal.pone.0009533","Wrote the paper","GO"
"573","10.1371/journal.pone.0009533","Wrote the paper","JL"
"574","10.1371/journal.pone.0009533","Wrote the paper","MH"
"576","10.1371/journal.pone.0046700","Conceived and designed the experiments","YYL"
"577","10.1371/journal.pone.0046700","Conceived and designed the experiments","CQC"
"578","10.1371/journal.pone.0046700","Conceived and designed the experiments","YSH"
"579","10.1371/journal.pone.0046700","Performed the experiments","YYL"
"580","10.1371/journal.pone.0046700","Analyzed the data","YYL"
"581","10.1371/journal.pone.0046700","Contributed reagents/materials/analysis tools","YYL"
"582","10.1371/journal.pone.0046700","Wrote the paper","YYL"
"583","10.1371/journal.pone.0046700","Wrote the paper","CQC"
"584","10.1371/journal.pone.0046700","Wrote the paper","YSH"
"585","10.1371/journal.pone.0040978","Conceived and designed the experiments","BHIR"
"586","10.1371/journal.pone.0040978","Performed the experiments","WTS"
"587","10.1371/journal.pone.0040978","Performed the experiments","MM"
"588","10.1371/journal.pone.0040978","Performed the experiments","KKA"
"589","10.1371/journal.pone.0040978","Performed the experiments","AWAI"
"590","10.1371/journal.pone.0040978","Performed the experiments","KHC"
"591","10.1371/journal.pone.0040978","Analyzed the data","WTS"
"592","10.1371/journal.pone.0040978","Analyzed the data","MM"
"593","10.1371/journal.pone.0040978","Analyzed the data","KHC"
"594","10.1371/journal.pone.0040978","Analyzed the data","BHIR"
"602","10.1371/journal.pone.0060789","Conceived and designed the experiments","LW"
"603","10.1371/journal.pone.0060789","Conceived and designed the experiments","MB"
"604","10.1371/journal.pone.0060789","Conceived and designed the experiments","AM"
"605","10.1371/journal.pone.0060789","Performed the experiments","LW"
"606","10.1371/journal.pone.0060789","Performed the experiments","MB"
"607","10.1371/journal.pone.0060789","Analyzed the data","LW"
"608","10.1371/journal.pone.0060789","Wrote the paper","LW"
"609","10.1371/journal.pone.0060789","Wrote the paper","MB"
"610","10.1371/journal.pone.0060789","Wrote the paper","AM"
"611","10.1371/journal.pntd.0000330","Conceived and designed the experiments","CG"
"612","10.1371/journal.pntd.0000330","Conceived and designed the experiments","GM"
"613","10.1371/journal.pntd.0000330","Performed the experiments","ER"
"614","10.1371/journal.pntd.0000330","Performed the experiments","HH"
"615","10.1371/journal.pntd.0000330","Performed the experiments","BG"
"616","10.1371/journal.pntd.0000330","Performed the experiments","RG"
"617","10.1371/journal.pntd.0000330","Performed the experiments","CC"
"618","10.1371/journal.pntd.0000330","Performed the experiments","GM"
"619","10.1371/journal.pntd.0000330","Analyzed the data","ER"
"620","10.1371/journal.pntd.0000330","Analyzed the data","CG"
"621","10.1371/journal.pntd.0000330","Analyzed the data","RJP"
"622","10.1371/journal.pntd.0000330","Analyzed the data","GM"
"623","10.1371/journal.pntd.0000330","Contributed reagents/materials/analysis tools","RJP"
"624","10.1371/journal.pntd.0000330","Contributed reagents/materials/analysis tools","HH"
"625","10.1371/journal.pntd.0000330","Contributed reagents/materials/analysis tools","RE"
"626","10.1371/journal.pntd.0000330","Contributed reagents/materials/analysis tools","IMC"
"627","10.1371/journal.pntd.0000330","Contributed reagents/materials/analysis tools","CC"
"628","10.1371/journal.pntd.0000330","Wrote the paper","GM"
"629","10.1371/journal.pone.0041008","Conceived and designed the experiments","NDI"
"630","10.1371/journal.pone.0041008","Conceived and designed the experiments","JME"
"631","10.1371/journal.pone.0041008","Conceived and designed the experiments","MMR"
"632","10.1371/journal.pone.0041008","Performed the experiments","MMR"
"633","10.1371/journal.pone.0041008","Performed the experiments","FG"
"634","10.1371/journal.pone.0041008","Performed the experiments","RMG"
"635","10.1371/journal.pone.0041008","Performed the experiments","HPB"
"636","10.1371/journal.pone.0041008","Performed the experiments","MPLF"
"637","10.1371/journal.pone.0041008","Analyzed the data","NDI"
"638","10.1371/journal.pone.0041008","Analyzed the data","JME"
"639","10.1371/journal.pone.0041008","Contributed reagents/materials/analysis tools","EAJE"
"640","10.1371/journal.pone.0041008","Wrote the paper","NDI"
"641","10.1371/journal.pone.0041008","Wrote the paper","MMR"
"642","10.1371/journal.pone.0001065","Conceived and designed the experiments","HA"
"643","10.1371/journal.pone.0001065","Conceived and designed the experiments","PG"
"644","10.1371/journal.pone.0001065","Analyzed the data","HA"
"645","10.1371/journal.pone.0001065","Analyzed the data","PG"
"646","10.1371/journal.pone.0001065","Wrote the paper","HA"
"650","10.1371/journal.pone.0046696","Conceived and designed the experiments","IV"
"651","10.1371/journal.pone.0046696","Conceived and designed the experiments","LAD"
"652","10.1371/journal.pone.0046696","Conceived and designed the experiments","YG"
"653","10.1371/journal.pone.0046696","Conceived and designed the experiments","JIS"
"654","10.1371/journal.pone.0046696","Performed the experiments","IV"
"655","10.1371/journal.pone.0046696","Performed the experiments","LAD"
"656","10.1371/journal.pone.0046696","Performed the experiments","AB"
"657","10.1371/journal.pone.0046696","Performed the experiments","ITH"
"658","10.1371/journal.pone.0046696","Performed the experiments","KS"
"659","10.1371/journal.pone.0046696","Performed the experiments","LCW"
"660","10.1371/journal.pone.0046696","Performed the experiments","AMK"
"661","10.1371/journal.pone.0046696","Performed the experiments","BG"
"662","10.1371/journal.pone.0046696","Analyzed the data","IV"
"663","10.1371/journal.pone.0046696","Analyzed the data","LAD"
"664","10.1371/journal.pone.0046696","Analyzed the data","YG"
"665","10.1371/journal.pone.0046696","Analyzed the data","JIS"
"666","10.1371/journal.pone.0046696","Contributed reagents/materials/analysis tools","GRSB"
"667","10.1371/journal.pone.0046696","Contributed reagents/materials/analysis tools","JL"
"668","10.1371/journal.pone.0046696","Contributed reagents/materials/analysis tools","WS"
"669","10.1371/journal.pone.0046696","Contributed reagents/materials/analysis tools","GJB"
"670","10.1371/journal.pone.0046696","Wrote the paper","IV"
"671","10.1371/journal.pone.0046696","Wrote the paper","LAD"
"672","10.1371/journal.pone.0046696","Wrote the paper","JIS"
"673","10.1371/journal.pone.0046696","Wrote the paper","GJB"
"674","10.1371/journal.pone.0046696","Wrote the paper","YG"
"675","10.1371/journal.pone.0012405","Conceived and designed the experiments","DBR"
"676","10.1371/journal.pone.0012405","Conceived and designed the experiments","TC"
"677","10.1371/journal.pone.0012405","Conceived and designed the experiments","YWH"
"678","10.1371/journal.pone.0012405","Conceived and designed the experiments","GPN"
"679","10.1371/journal.pone.0012405","Conceived and designed the experiments","WF"
"680","10.1371/journal.pone.0012405","Performed the experiments","DBR"
"681","10.1371/journal.pone.0012405","Performed the experiments","TC"
"682","10.1371/journal.pone.0012405","Performed the experiments","YWH"
"683","10.1371/journal.pone.0012405","Analyzed the data","DBR"
"684","10.1371/journal.pone.0012405","Analyzed the data","SP"
"685","10.1371/journal.pone.0012405","Analyzed the data","GPN"
"686","10.1371/journal.pone.0012405","Analyzed the data","AC"
"687","10.1371/journal.pone.0012405","Analyzed the data","WF"
"688","10.1371/journal.pone.0012405","Contributed reagents/materials/analysis tools","MM"
"689","10.1371/journal.pone.0012405","Wrote the paper","DBR"
"690","10.1371/journal.pone.0012405","Wrote the paper","SP"
"691","10.1371/journal.pone.0012405","Wrote the paper","GPN"
"692","10.1371/journal.pone.0012405","Wrote the paper","AC"
"693","10.1371/journal.pone.0012405","Wrote the paper","MM"
"694","10.1371/journal.pone.0012405","Wrote the paper","WF"
"695","10.1371/journal.pone.0035260","Conceived and designed the experiments","VGR"
"696","10.1371/journal.pone.0035260","Conceived and designed the experiments","PV"
"697","10.1371/journal.pone.0035260","Performed the experiments","PV"
"698","10.1371/journal.pone.0035260","Performed the experiments","MS"
"699","10.1371/journal.pone.0035260","Analyzed the data","PV"
"700","10.1371/journal.pone.0035260","Analyzed the data","VGR"
"701","10.1371/journal.pone.0035260","Contributed reagents/materials/analysis tools","VGR"
"702","10.1371/journal.pone.0035260","Contributed reagents/materials/analysis tools","JS"
"703","10.1371/journal.pone.0035260","Wrote the paper","PV"
"704","10.1371/journal.pone.0035260","Wrote the paper","VGR"
"705","10.1371/journal.pone.0003843","Conceived and designed the experiments","CTY"
"706","10.1371/journal.pone.0003843","Conceived and designed the experiments","DO"
"707","10.1371/journal.pone.0003843","Conceived and designed the experiments","JNM"
"708","10.1371/journal.pone.0003843","Conceived and designed the experiments","VO"
"709","10.1371/journal.pone.0003843","Conceived and designed the experiments","SK"
"710","10.1371/journal.pone.0003843","Performed the experiments","KKWK"
"711","10.1371/journal.pone.0003843","Performed the experiments","DO"
"712","10.1371/journal.pone.0003843","Performed the experiments","VO"
"713","10.1371/journal.pone.0003843","Performed the experiments","SK"
"714","10.1371/journal.pone.0003843","Analyzed the data","CTY"
"715","10.1371/journal.pone.0003843","Analyzed the data","MWA"
"716","10.1371/journal.pone.0003843","Analyzed the data","CEF"
"717","10.1371/journal.pone.0003843","Contributed reagents/materials/analysis tools","MWA"
"718","10.1371/journal.pone.0003843","Contributed reagents/materials/analysis tools","CEF"
"719","10.1371/journal.pone.0003843","Contributed reagents/materials/analysis tools","BSM"
"720","10.1371/journal.pone.0003843","Wrote the paper","CTY"
"721","10.1371/journal.pone.0003843","Wrote the paper","MWA"
"722","10.1371/journal.pone.0003843","Wrote the paper","CEF"
"723","10.1371/journal.pone.0003843","Wrote the paper","BSM"
"724","10.1371/journal.pone.0003843","Wrote the paper","PB"
"725","10.1371/journal.pone.0003843","Wrote the paper","KKWK"
"726","10.1371/journal.pone.0003843","Wrote the paper","DO"
"727","10.1371/journal.pone.0003843","Wrote the paper","JNM"
"728","10.1371/journal.pone.0003843","Wrote the paper","MCB"
"729","10.1371/journal.pone.0003843","Wrote the paper","VO"
"730","10.1371/journal.pone.0003843","Wrote the paper","SK"
"732","10.1371/journal.pone.0003841","Conceived and designed the experiments","YiL"
"733","10.1371/journal.pone.0003841","Conceived and designed the experiments","GSD"
"734","10.1371/journal.pone.0003841","Conceived and designed the experiments","LZ"
"735","10.1371/journal.pone.0003841","Conceived and designed the experiments","TT"
"736","10.1371/journal.pone.0003841","Conceived and designed the experiments","MS"
"737","10.1371/journal.pone.0003841","Conceived and designed the experiments","ZCX"
"738","10.1371/journal.pone.0003841","Performed the experiments","YiL"
"739","10.1371/journal.pone.0003841","Performed the experiments","GzW"
"740","10.1371/journal.pone.0003841","Performed the experiments","GL"
"741","10.1371/journal.pone.0003841","Performed the experiments","LS"
"742","10.1371/journal.pone.0003841","Analyzed the data","YiL"
"743","10.1371/journal.pone.0003841","Analyzed the data","GzW"
"744","10.1371/journal.pone.0003841","Analyzed the data","LZ"
"745","10.1371/journal.pone.0003841","Analyzed the data","LS"
"746","10.1371/journal.pone.0003841","Analyzed the data","ZCX"
"747","10.1371/journal.pone.0003841","Contributed reagents/materials/analysis tools","GSD"
"748","10.1371/journal.pone.0003841","Contributed reagents/materials/analysis tools","SsC"
"749","10.1371/journal.pone.0003841","Contributed reagents/materials/analysis tools","TT"
"750","10.1371/journal.pone.0003841","Contributed reagents/materials/analysis tools","LS"
"751","10.1371/journal.pone.0003841","Contributed reagents/materials/analysis tools","MS"
"752","10.1371/journal.pone.0003841","Contributed reagents/materials/analysis tools","ZCX"
"753","10.1371/journal.pone.0003841","Wrote the paper","YiL"
"754","10.1371/journal.pone.0003841","Wrote the paper","GSD"
"755","10.1371/journal.pone.0003841","Wrote the paper","GL"
"756","10.1371/journal.pone.0003841","Wrote the paper","MS"
"757","10.1371/journal.pone.0003841","Wrote the paper","ZCX"
"758","10.1371/journal.pone.0046709","Conceived and designed the experiments","AR"
